datetime,open,high,low,close,volume,symbol
2025-07-30 13:25:00,209.55499,209.82,209.55000,209.75650,200164,AAPL
2025-07-30 13:20:00,209.67990,209.72000,209.52000,209.55499,162599,AAPL
2025-07-30 13:15:00,209.43021,209.71001,209.42999,209.67889,240106,AAPL
2025-07-30 13:10:00,209.49500,209.55000,209.32001,209.42999,340743,AAPL
2025-07-30 13:05:00,209.69000,209.71001,209.42999,209.48000,311011,AAPL
2025-07-30 13:00:00,209.58501,209.76,209.58000,209.67999,235013,AAPL
2025-07-30 12:55:00,209.63660,209.66000,209.50999,209.58000,343786,AAPL
2025-07-30 12:50:00,209.89999,209.9,209.63,209.63000,256046,AAPL
2025-07-30 12:45:00,210,210.039993,209.89,209.91000,174736,AAPL
2025-07-30 12:40:00,210.095001,210.11000,209.94000,209.99001,187337,AAPL
2025-07-30 12:35:00,210.059998,210.14999,210,210.10500,157054,AAPL
2025-07-30 12:30:00,210.11000,210.17000,209.98,210.055801,233278,AAPL
2025-07-30 12:25:00,210.23000,210.23,210.07,210.12000,152133,AAPL
2025-07-30 12:20:00,210.24001,210.42000,210.24001,210.25,213031,AAPL
2025-07-30 12:15:00,210.20000,210.34000,210.12000,210.24001,183242,AAPL
2025-07-30 12:10:00,210.21,210.22,210.07,210.19501,216657,AAPL
2025-07-30 12:05:00,210.28500,210.295,210.17,210.21500,167826,AAPL
2025-07-30 12:00:00,210.14999,210.34,210.089996,210.28990,311181,AAPL
2025-07-30 11:55:00,209.84230,210.19000,209.83000,210.16040,374952,AAPL
2025-07-30 11:50:00,209.80000,209.89861,209.66,209.85001,238237,AAPL
2025-07-30 11:45:00,209.85001,209.88000,209.72000,209.79880,224555,AAPL
2025-07-30 11:40:00,209.71500,209.89,209.69501,209.86960,198310,AAPL
2025-07-30 11:35:00,209.57500,209.80000,209.57500,209.71500,206969,AAPL
2025-07-30 11:30:00,209.72000,209.78,209.57,209.58000,310620,AAPL
2025-07-30 11:25:00,210,210.039993,209.62000,209.71500,326914,AAPL
2025-07-30 11:20:00,209.96001,210.06,209.85,210.0050049,301722,AAPL
2025-07-30 11:15:00,209.82500,210,209.67999,209.96001,335056,AAPL
2025-07-30 11:10:00,210.070007,210.14,209.70000,209.83000,623524,AAPL
2025-07-30 11:05:00,210.27000,210.36000,210.070007,210.089996,265867,AAPL
2025-07-30 11:00:00,210.44000,210.58,210.23000,210.28000,268169,AAPL
2025-07-30 10:55:00,210.59000,210.66,210.42999,210.42999,192028,AAPL
2025-07-30 10:50:00,210.41499,210.67999,210.34,210.60001,277692,AAPL
2025-07-30 10:45:00,210.39000,210.61000,210.35,210.41499,274989,AAPL
2025-07-30 10:40:00,210.47,210.56500,210.36,210.39000,271829,AAPL
2025-07-30 10:35:00,210.51500,210.69000,210.46001,210.46500,237319,AAPL
2025-07-30 10:30:00,210.62000,210.72000,210.42000,210.55000,365680,AAPL
2025-07-30 10:25:00,210.77991,210.80000,210.53000,210.61000,286541,AAPL
2025-07-30 10:20:00,210.72000,210.88000,210.55000,210.80991,373860,AAPL
2025-07-30 10:15:00,210.42999,210.82001,210.36000,210.69000,419920,AAPL
2025-07-30 10:10:00,210.40131,210.55000,210.1,210.44000,512496,AAPL
2025-07-30 10:05:00,210.41499,210.72501,210.31000,210.42000,436991,AAPL
2025-07-30 10:00:00,210.42000,210.55099,210.22,210.40500,346332,AAPL
2025-07-30 09:55:00,210.45000,210.72000,210.3,210.45000,363522,AAPL
2025-07-30 09:50:00,210.375,210.55000,210.02,210.45000,531351,AAPL
2025-07-30 09:45:00,211.0099945,211.13000,210.34000,210.37000,582071,AAPL
2025-07-30 09:40:00,210.67999,211.12000,210.42999,211.019501,612568,AAPL
2025-07-30 09:35:00,211.78090,212,210.60500,210.64861,680503,AAPL
2025-07-30 09:30:00,211.89500,212.39000,211.28,211.79500,2311228,AAPL
2025-07-29 15:55:00,211.42999,211.46001,211.054504,211.35001,2668538,AAPL
2025-07-29 15:50:00,211.71001,211.72000,211.3,211.43069,820793,AAPL
2025-07-29 15:45:00,211.67000,211.79,211.63,211.72000,313667,AAPL
2025-07-29 15:40:00,211.58000,211.71989,211.54500,211.67999,288611,AAPL
2025-07-29 15:35:00,211.77000,211.78,211.48000,211.58000,463854,AAPL
2025-07-29 15:30:00,211.89000,211.91000,211.73500,211.75,281028,AAPL
2025-07-29 15:25:00,212,212.01,211.86,211.89000,228081,AAPL
2025-07-29 15:20:00,211.91960,212.035004,211.83,212.0099945,469167,AAPL
2025-07-29 15:15:00,211.78520,211.94000,211.75999,211.92999,357783,AAPL
2025-07-29 15:10:00,211.69000,211.81500,211.6,211.78999,353447,AAPL
2025-07-29 15:05:00,211.875,211.88,211.6,211.69040,407634,AAPL
2025-07-29 15:00:00,211.97000,212.050003,211.84000,211.87180,236559,AAPL
2025-07-29 14:55:00,212.080002,212.14000,211.97,211.98000,218126,AAPL
2025-07-29 14:50:00,212.13460,212.16000,212.059998,212.070007,175801,AAPL
2025-07-29 14:45:00,212.16000,212.21001,211.98010,212.13989,180257,AAPL
2025-07-29 14:40:00,212.33099,212.44000,212.11,212.15500,284496,AAPL
2025-07-29 14:35:00,212.11000,212.42500,212.10500,212.33000,222515,AAPL
2025-07-29 14:30:00,211.96500,212.14500,211.96500,212.11960,242217,AAPL
2025-07-29 14:25:00,211.92000,211.99,211.81500,211.96001,334723,AAPL
2025-07-29 14:20:00,212.24001,212.25999,211.91,211.91479,320363,AAPL
2025-07-29 14:15:00,212.125,212.24001,212.039993,212.24001,173108,AAPL
2025-07-29 14:10:00,212.20540,212.23500,212.054993,212.12959,224424,AAPL
2025-07-29 14:05:00,212.37000,212.39,212.16960,212.21440,307634,AAPL
2025-07-29 14:00:00,212.065002,212.38000,212.02,212.37000,234873,AAPL
2025-07-29 13:55:00,212.022202,212.215,212.0012054,212.074997,184617,AAPL
2025-07-29 13:50:00,212.27000,212.30000,211.93010,212.0099945,239378,AAPL
2025-07-29 13:45:00,212.14999,212.34,212.14011,212.27000,222432,AAPL
2025-07-29 13:40:00,212.21001,212.25400,212.030106,212.13930,223934,AAPL
2025-07-29 13:35:00,212.34000,212.38499,212.14999,212.23000,311965,AAPL
2025-07-29 13:30:00,212.21001,212.37,212.19,212.33000,247426,AAPL
2025-07-29 13:25:00,212.14529,212.39,212.10001,212.20000,385251,AAPL
2025-07-29 13:20:00,212.0099945,212.18,211.94,212.14931,276562,AAPL
2025-07-29 13:15:00,212.074493,212.30000,211.94000,212.019897,391818,AAPL
2025-07-29 13:10:00,211.71001,212.10001,211.695,212.080002,413719,AAPL
2025-07-29 13:05:00,212.095596,212.12,210.82,211.72000,1260589,AAPL
2025-07-29 13:00:00,212.16000,212.32,212.074997,212.098694,230148,AAPL
2025-07-29 12:55:00,211.97501,212.23650,211.96210,212.17999,382713,AAPL
2025-07-29 12:50:00,211.92039,212.050003,211.91,211.98000,159304,AAPL
2025-07-29 12:45:00,211.92999,212.12,211.87990,211.92900,219999,AAPL
2025-07-29 12:40:00,211.92000,212.050003,211.84000,211.92000,241660,AAPL
2025-07-29 12:35:00,211.98500,212.029999,211.88000,211.92500,304337,AAPL
2025-07-29 12:30:00,211.99001,212.18,211.96001,211.99001,292539,AAPL
2025-07-29 12:25:00,212.35519,212.4,212,212,346897,AAPL
2025-07-29 12:20:00,212.48000,212.61040,212.3,212.36000,264639,AAPL
2025-07-29 12:15:00,212.47000,212.72000,212.42000,212.48000,298848,AAPL
2025-07-29 12:10:00,212.5,212.55000,212.32,212.47000,287909,AAPL
2025-07-29 12:05:00,212.89999,212.92999,212.45,212.48500,427607,AAPL
2025-07-29 12:00:00,212.50999,212.91000,212.42000,212.90120,632716,AAPL
2025-07-29 11:55:00,212.39000,212.54,212.36,212.50999,396977,AAPL
2025-07-29 11:50:00,212.28999,212.42000,212.26500,212.39301,380476,AAPL
2025-07-29 11:45:00,211.82500,212.36000,211.8,212.27010,454036,AAPL
2025-07-29 11:40:00,211.87000,211.97501,211.70000,211.8125,547226,AAPL
2025-07-29 11:35:00,212.029999,212.06,211.85500,211.86070,365044,AAPL
2025-07-29 11:30:00,211.88100,212.22000,211.88000,212.050003,440127,AAPL
2025-07-29 11:25:00,212.17999,212.21001,211.89000,211.89999,631025,AAPL
2025-07-29 11:20:00,212.36000,212.41499,212.059998,212.17999,373868,AAPL
2025-07-29 11:15:00,212.38499,212.58,212.34000,212.36520,307391,AAPL
2025-07-29 11:10:00,212.65990,212.76950,212.33,212.40500,468645,AAPL
2025-07-29 11:05:00,212.41000,212.67000,212.38499,212.64661,333988,AAPL
2025-07-29 11:00:00,212.60500,212.75999,212.25999,212.40100,339975,AAPL
2025-07-29 10:55:00,212.35620,212.81000,212.34000,212.60001,395262,AAPL
2025-07-29 10:50:00,212.25,212.49001,212.13499,212.35001,421798,AAPL
2025-07-29 10:45:00,212.48500,212.60001,212.12000,212.25500,559039,AAPL
2025-07-29 10:40:00,212.63000,212.66969,212.39999,212.49001,400848,AAPL
2025-07-29 10:35:00,212.49001,212.80000,212.41000,212.62990,489150,AAPL
2025-07-29 10:30:00,213.039993,213.24831,212.48000,212.50999,709063,AAPL
2025-07-29 10:25:00,212.89000,213.39000,212.69,213.050003,858568,AAPL
2025-07-29 10:20:00,212.91991,213.04,212.7,212.88499,457387,AAPL
2025-07-29 10:15:00,213.10001,213.12,212.61,212.90300,617526,AAPL
2025-07-29 10:10:00,213.039993,213.26,212.92000,213.10001,569384,AAPL
2025-07-29 10:05:00,212.52000,213.17000,212.50400,213.059998,715914,AAPL
2025-07-29 10:00:00,212.53999,212.69000,212.07,212.53500,669237,AAPL
2025-07-29 09:55:00,212.029999,212.67999,211.95000,212.53999,779966,AAPL
2025-07-29 09:50:00,212.89999,212.89999,211.50999,212.050003,1520582,AAPL
2025-07-29 09:45:00,213.88499,213.88499,212.79,212.89999,1115025,AAPL
2025-07-29 09:40:00,213.98000,214.35001,213.75011,213.88000,613659,AAPL
2025-07-29 09:35:00,214.42999,214.81000,213.89000,213.98500,943273,AAPL
2025-07-29 09:30:00,214.16000,214.75999,214.11000,214.42999,2958340,AAPL
2025-07-28 15:55:00,213.99001,214.050003,213.83000,214.039993,1780710,AAPL
2025-07-28 15:50:00,213.70000,214.020004,213.67999,213.97000,822953,AAPL
2025-07-28 15:45:00,213.84000,213.85001,213.64999,213.70000,291485,AAPL
2025-07-28 15:40:00,213.75999,213.87,213.73000,213.84500,314208,AAPL
2025-07-28 15:35:00,213.49519,213.75,213.49,213.75,337254,AAPL
2025-07-28 15:30:00,213.42000,213.57001,213.32001,213.49800,429577,AAPL
2025-07-28 15:25:00,213.25999,213.43640,213.20000,213.42999,564535,AAPL
2025-07-28 15:20:00,213.13470,213.28999,213.085007,213.25500,818491,AAPL
2025-07-28 15:15:00,213.32001,213.37,213.11020,213.13670,223129,AAPL
2025-07-28 15:10:00,213.13000,213.32001,213.12000,213.31000,251036,AAPL
2025-07-28 15:05:00,213.16000,213.23500,213.065002,213.125,297029,AAPL
2025-07-28 15:00:00,213.14000,213.25999,213.080002,213.16000,339238,AAPL
2025-07-28 14:55:00,213.31000,213.38640,213.059998,213.12000,418856,AAPL
2025-07-28 14:50:00,213.52000,213.61000,213.22000,213.32001,318290,AAPL
2025-07-28 14:45:00,213.46100,213.59,213.42000,213.50999,294164,AAPL
2025-07-28 14:40:00,213.62000,213.73,213.44,213.46001,389730,AAPL
2025-07-28 14:35:00,213.60001,213.65,213.5,213.61000,249682,AAPL
2025-07-28 14:30:00,213.82001,213.83000,213.57001,213.61000,232996,AAPL
2025-07-28 14:25:00,213.78999,213.82001,213.71,213.80000,200087,AAPL
2025-07-28 14:20:00,213.89999,213.90759,213.75,213.78999,178523,AAPL
2025-07-28 14:15:00,213.89960,213.98,213.82001,213.89000,198106,AAPL
2025-07-28 14:10:00,213.82001,213.94,213.76199,213.91000,216968,AAPL
2025-07-28 14:05:00,213.89999,213.92999,213.67030,213.82651,207933,AAPL
2025-07-28 14:00:00,213.73500,213.92,213.73000,213.90990,192867,AAPL
2025-07-28 13:55:00,213.875,213.89999,213.725,213.73500,197243,AAPL
2025-07-28 13:50:00,213.87000,214.020004,213.87000,213.87480,162655,AAPL
2025-07-28 13:45:00,213.83000,214.01,213.82,213.89000,224748,AAPL
2025-07-28 13:40:00,213.84000,213.95869,213.83530,213.85350,213870,AAPL
2025-07-28 13:35:00,213.83000,213.89000,213.8,213.83501,147780,AAPL
2025-07-28 13:30:00,213.63499,213.85,213.62000,213.83000,251393,AAPL
2025-07-28 13:25:00,213.44299,213.71001,213.44,213.64500,327294,AAPL
2025-07-28 13:20:00,213.67999,213.73981,213.41499,213.45000,970301,AAPL
2025-07-28 13:15:00,214.039993,214.039993,213.62000,213.71001,416328,AAPL
2025-07-28 13:10:00,214.20641,214.20641,213.98000,214.039993,313379,AAPL
2025-07-28 13:05:00,214.41991,214.45000,214.16,214.17999,216628,AAPL
2025-07-28 13:00:00,214.34000,214.43,214.31000,214.42000,169006,AAPL
2025-07-28 12:55:00,214.31000,214.39999,214.31000,214.33000,145380,AAPL
2025-07-28 12:50:00,214.28990,214.34000,214.23500,214.30000,112002,AAPL
2025-07-28 12:45:00,214.36011,214.37,214.22501,214.28481,159516,AAPL
2025-07-28 12:40:00,214.34000,214.43,214.30000,214.36000,159744,AAPL
2025-07-28 12:35:00,214.46001,214.47501,214.22501,214.33501,271713,AAPL
2025-07-28 12:30:00,214.53500,214.57500,214.39999,214.46001,713748,AAPL
2025-07-28 12:25:00,214.50841,214.58000,214.45000,214.53999,178556,AAPL
2025-07-28 12:20:00,214.66499,214.75,214.47960,214.5,244832,AAPL
2025-07-28 12:15:00,214.5,214.68500,214.49,214.67000,240431,AAPL
2025-07-28 12:10:00,214.48000,214.52000,214.40500,214.5,137537,AAPL
2025-07-28 12:05:00,214.48500,214.54,214.46500,214.48000,210657,AAPL
2025-07-28 12:00:00,214.43500,214.51,214.28999,214.48500,236911,AAPL
2025-07-28 11:55:00,214.48000,214.52,214.39999,214.42999,251248,AAPL
2025-07-28 11:50:00,214.46500,214.55000,214.44591,214.48500,178130,AAPL
2025-07-28 11:45:00,214.42500,214.50999,214.42000,214.47000,144223,AAPL
2025-07-28 11:40:00,214.42999,214.47,214.35001,214.42000,208009,AAPL
2025-07-28 11:35:00,214.45930,214.53999,214.39999,214.42999,243313,AAPL
2025-07-28 11:30:00,214.44000,214.60001,214.42999,214.45000,307105,AAPL
2025-07-28 11:25:00,214.38000,214.51,214.34000,214.43500,241440,AAPL
2025-07-28 11:20:00,214.22000,214.42990,214.14999,214.39500,303815,AAPL
2025-07-28 11:15:00,214.50999,214.55000,214.12,214.24001,422381,AAPL
2025-07-28 11:10:00,214.47211,214.53500,214.43250,214.50999,203640,AAPL
2025-07-28 11:05:00,214.43500,214.5,214.33090,214.48120,205784,AAPL
2025-07-28 11:00:00,214.45500,214.46001,214.22,214.43500,371650,AAPL
2025-07-28 10:55:00,214.48000,214.54,214.39500,214.42000,279983,AAPL
2025-07-28 10:50:00,214.48000,214.55000,214.42180,214.5,248987,AAPL
2025-07-28 10:45:00,214.49480,214.56,214.45500,214.48000,231079,AAPL
2025-07-28 10:40:00,214.82500,214.82500,214.48000,214.49500,488581,AAPL
2025-07-28 10:35:00,214.55000,214.84500,214.53999,214.82500,432674,AAPL
2025-07-28 10:30:00,214.53500,214.75,214.46500,214.56000,442387,AAPL
2025-07-28 10:25:00,214.46001,214.64500,214.36,214.52000,367197,AAPL
2025-07-28 10:20:00,214.58000,214.67000,214.35010,214.46001,426817,AAPL
2025-07-28 10:15:00,214.62000,214.74001,214.48,214.59000,528587,AAPL
2025-07-28 10:10:00,214.48500,214.68,214.24,214.62000,616870,AAPL
2025-07-28 10:05:00,214.23500,214.55000,214.23010,214.49001,580205,AAPL
2025-07-28 10:00:00,213.92500,214.24500,213.86,214.23500,530308,AAPL
2025-07-28 09:55:00,213.85500,214.13000,213.78999,213.89999,594459,AAPL
2025-07-28 09:50:00,213.91330,213.95500,213.74001,213.87000,352823,AAPL
2025-07-28 09:45:00,213.78650,214.21989,213.72,213.89999,636489,AAPL
2025-07-28 09:40:00,213.91000,214.0048065,213.59000,213.79980,518833,AAPL
2025-07-28 09:35:00,214.10500,214.46,213.89,213.91000,691348,AAPL
2025-07-28 09:30:00,214.029999,214.67000,213.58,214.10001,1994926,AAPL
2025-07-25 15:55:00,213.86501,214,213.63000,213.96001,2106565,AAPL
2025-07-25 15:50:00,213.71001,213.97501,213.64999,213.85500,753918,AAPL
2025-07-25 15:45:00,213.61000,213.74500,213.59000,213.73241,375051,AAPL
2025-07-25 15:40:00,213.61000,213.67,213.55,213.61301,455342,AAPL
2025-07-25 15:35:00,213.56500,213.71880,213.53000,213.62000,300572,AAPL
2025-07-25 15:30:00,213.50500,213.67000,213.49001,213.57001,409415,AAPL
2025-07-25 15:25:00,213.63670,213.64000,213.39999,213.5,382101,AAPL
2025-07-25 15:20:00,213.72501,213.83,213.62289,213.63580,266723,AAPL
2025-07-25 15:15:00,213.71500,213.78000,213.66499,213.72501,249280,AAPL
2025-07-25 15:10:00,213.79500,213.905,213.705,213.71001,281770,AAPL
2025-07-25 15:05:00,213.80009,213.88000,213.75999,213.79500,171977,AAPL
2025-07-25 15:00:00,213.78999,213.9,213.73500,213.80000,240205,AAPL
2025-07-25 14:55:00,213.88000,213.91,213.70000,213.79350,357252,AAPL
2025-07-25 14:50:00,213.94000,213.95000,213.82,213.88870,231920,AAPL
2025-07-25 14:45:00,213.89000,213.96001,213.85001,213.93649,141774,AAPL
2025-07-25 14:40:00,213.92999,213.96001,213.78999,213.89070,189489,AAPL
2025-07-25 14:35:00,213.88000,213.95500,213.82001,213.92500,187654,AAPL
2025-07-25 14:30:00,213.91000,214.01,213.84500,213.88860,257812,AAPL
2025-07-25 14:25:00,213.89980,213.94000,213.82,213.89000,240847,AAPL
2025-07-25 14:20:00,213.99001,214.039993,213.86501,213.89500,184879,AAPL
2025-07-25 14:15:00,214.020004,214.029999,213.92999,213.98090,145187,AAPL
2025-07-25 14:10:00,214.074997,214.10001,213.97,214.029999,168696,AAPL
2025-07-25 14:05:00,214.059998,214.17,214.024994,214.070007,245778,AAPL
2025-07-25 14:00:00,213.99500,214.080002,213.89999,214.065201,198314,AAPL
2025-07-25 13:55:00,213.94110,214.068802,213.94,213.99010,264552,AAPL
2025-07-25 13:50:00,214.21001,214.21001,213.92000,213.94000,339563,AAPL
2025-07-25 13:45:00,214.089996,214.22000,214.039993,214.21001,407993,AAPL
2025-07-25 13:40:00,214.23289,214.25,214.02,214.094193,274874,AAPL
2025-07-25 13:35:00,214.35001,214.50999,214.23000,214.24001,257693,AAPL
2025-07-25 13:30:00,214.17039,214.42000,214.16000,214.35001,332539,AAPL
2025-07-25 13:25:00,214.16000,214.28,214.11,214.17000,284567,AAPL
2025-07-25 13:20:00,214.12000,214.19000,214.039993,214.14999,225485,AAPL
2025-07-25 13:15:00,214.24500,214.245,214.05,214.10500,252044,AAPL
2025-07-25 13:10:00,214.28000,214.34,214.21480,214.24471,163846,AAPL
2025-07-25 13:05:00,214.23000,214.30000,214.16,214.27499,205676,AAPL
2025-07-25 13:00:00,214.40491,214.40500,214.16499,214.23000,238328,AAPL
2025-07-25 12:55:00,214.52451,214.58000,214.38,214.40500,214620,AAPL
2025-07-25 12:50:00,214.39500,214.59,214.325,214.53000,263184,AAPL
2025-07-25 12:45:00,214.48500,214.55000,214.36000,214.39000,201463,AAPL
2025-07-25 12:40:00,214.39000,214.51,214.375,214.49001,174380,AAPL
2025-07-25 12:35:00,214.42999,214.51961,214.35,214.39990,204524,AAPL
2025-07-25 12:30:00,214.39000,214.49001,214.37000,214.42999,208426,AAPL
2025-07-25 12:25:00,214.48000,214.61501,214.34500,214.38960,240441,AAPL
2025-07-25 12:20:00,214.45500,214.58000,214.43100,214.47501,174743,AAPL
2025-07-25 12:15:00,214.44040,214.50999,214.39500,214.45000,179428,AAPL
2025-07-25 12:10:00,214.26500,214.54,214.26500,214.42999,338287,AAPL
2025-07-25 12:05:00,214.089996,214.35001,214.05,214.27000,373713,AAPL
2025-07-25 12:00:00,214.23000,214.35001,214.080002,214.095001,192042,AAPL
2025-07-25 11:55:00,214.25999,214.28999,214.089996,214.23650,257031,AAPL
2025-07-25 11:50:00,214.28500,214.46989,214.22,214.26500,242287,AAPL
2025-07-25 11:45:00,214.20000,214.33000,214.15500,214.27699,1847003,AAPL
2025-07-25 11:40:00,214.23000,214.35,214.14999,214.21001,704792,AAPL
2025-07-25 11:35:00,214.45000,214.46010,214.19000,214.24001,297580,AAPL
2025-07-25 11:30:00,214.5,214.64,214.38000,214.45000,435181,AAPL
2025-07-25 11:25:00,214.23000,214.67500,214.21,214.50999,542344,AAPL
2025-07-25 11:20:00,214.36501,214.42999,214.22,214.22850,455201,AAPL
2025-07-25 11:15:00,214.49001,214.54990,214.36,214.37000,275366,AAPL
2025-07-25 11:10:00,214.46010,214.545,214.35500,214.49001,321967,AAPL
2025-07-25 11:05:00,214.61420,214.68500,214.44000,214.47681,267437,AAPL
2025-07-25 11:00:00,214.73000,214.78000,214.55009,214.62000,253458,AAPL
2025-07-25 10:55:00,214.61000,214.74181,214.42999,214.73019,304528,AAPL
2025-07-25 10:50:00,214.55000,214.75999,214.41389,214.62000,313548,AAPL
2025-07-25 10:45:00,214.67000,214.75999,214.45000,214.55000,359648,AAPL
2025-07-25 10:40:00,214.82010,215,214.60010,214.67000,508227,AAPL
2025-07-25 10:35:00,214.99001,215.080002,214.78000,214.83000,606987,AAPL
2025-07-25 10:30:00,214.59000,215.24001,214.53500,214.98000,924640,AAPL
2025-07-25 10:25:00,214.54500,214.64999,214.36000,214.58530,586688,AAPL
2025-07-25 10:20:00,214.56990,214.62000,214.44,214.55000,509103,AAPL
2025-07-25 10:15:00,214.20000,214.60500,214.089996,214.56000,611279,AAPL
2025-07-25 10:10:00,214.034698,214.42999,213.99001,214.20000,558234,AAPL
2025-07-25 10:05:00,213.94000,214.13560,213.73,214.020004,654941,AAPL
2025-07-25 10:00:00,214.089996,214.24001,213.89,213.94501,396919,AAPL
2025-07-25 09:55:00,214.25,214.3,213.93250,214.091797,455515,AAPL
2025-07-25 09:50:00,214.29500,214.52000,214.20000,214.24500,616594,AAPL
2025-07-25 09:45:00,214,214.31000,213.92999,214.26500,620005,AAPL
2025-07-25 09:40:00,214.21001,214.31000,213.92999,213.94780,550435,AAPL
2025-07-25 09:35:00,214.55000,214.59,213.80000,214.20300,789867,AAPL
2025-07-25 09:30:00,214.70000,214.86000,214.31,214.56500,3700188,AAPL
2025-07-24 15:55:00,214.34000,214.35001,213.72000,213.75999,3227862,AAPL
2025-07-24 15:50:00,214.70000,214.71001,214.12000,214.35989,1440232,AAPL
2025-07-24 15:45:00,214.73500,214.74530,214.55000,214.69299,332227,AAPL
2025-07-24 15:40:00,214.66000,214.74001,214.64999,214.74001,257215,AAPL
2025-07-24 15:35:00,214.83470,214.85001,214.63,214.66000,279746,AAPL
2025-07-24 15:30:00,214.81100,214.94000,214.80850,214.84000,306149,AAPL
2025-07-24 15:25:00,214.98500,215.020004,214.81000,214.81000,312887,AAPL
2025-07-24 15:20:00,214.75500,214.99001,214.74,214.98151,379973,AAPL
2025-07-24 15:15:00,214.73000,214.80000,214.69000,214.75500,246434,AAPL
2025-07-24 15:10:00,214.56500,214.77000,214.56500,214.72000,254868,AAPL
2025-07-24 15:05:00,214.59000,214.61000,214.42999,214.57001,239615,AAPL
2025-07-24 15:00:00,214.52000,214.62000,214.44501,214.57300,237994,AAPL
2025-07-24 14:55:00,214.39000,214.57001,214.37000,214.53000,248567,AAPL
2025-07-24 14:50:00,214.49001,214.5,214.365,214.39000,217078,AAPL
2025-07-24 14:45:00,214.56500,214.57001,214.33,214.48000,321602,AAPL
2025-07-24 14:40:00,214.71001,214.73,214.47,214.56000,274204,AAPL
2025-07-24 14:35:00,214.77499,214.86,214.64999,214.71001,228120,AAPL
2025-07-24 14:30:00,214.73891,214.84000,214.70000,214.78000,177602,AAPL
2025-07-24 14:25:00,214.77139,214.84000,214.71,214.73500,162774,AAPL
2025-07-24 14:20:00,214.80000,214.81,214.67999,214.77000,191990,AAPL
2025-07-24 14:15:00,214.93500,214.97000,214.695,214.80000,279573,AAPL
2025-07-24 14:10:00,215.029999,215.2,214.92000,214.92999,307565,AAPL
2025-07-24 14:05:00,215.059998,215.16000,214.99,215.029999,245480,AAPL
2025-07-24 14:00:00,214.67999,215.080002,214.675,215.060104,318453,AAPL
2025-07-24 13:55:00,214.56500,214.7,214.56160,214.67999,138238,AAPL
2025-07-24 13:50:00,214.69000,214.69501,214.58,214.58369,122435,AAPL
2025-07-24 13:45:00,214.66000,214.72000,214.6,214.68970,169394,AAPL
2025-07-24 13:40:00,214.78999,214.89500,214.56000,214.65990,212420,AAPL
2025-07-24 13:35:00,214.75500,214.92,214.74001,214.78500,226872,AAPL
2025-07-24 13:30:00,214.78999,214.83000,214.72,214.75,163772,AAPL
2025-07-24 13:25:00,214.83141,214.98000,214.78999,214.78999,167820,AAPL
2025-07-24 13:20:00,214.85001,214.94000,214.82500,214.83501,152306,AAPL
2025-07-24 13:15:00,215.11000,215.2,214.81010,214.84500,283211,AAPL
2025-07-24 13:10:00,214.95500,215.16000,214.92000,215.10139,427066,AAPL
